CATEGORY,YEAR,GROUP,RANK,CAUSE,TOTAL_DEATHS
BY_ETHNICITY,2020,"QUICHUA - QUICHUA RUNA, KICHWA (I)",2,INSUFICIENCIA RESPIRATORIA,12
BY_ETHNICITY,2020,"QUICHUA - QUICHUA RUNA, KICHWA (I)",3,SEPSIS,6
BY_ETHNICITY,2020,"QUICHUA - QUICHUA RUNA, KICHWA (I)",4,SINDROME DE DIFICULTAD RESPIRATORIA,6
BY_ETHNICITY,2020,"QUICHUA - QUICHUA RUNA, KICHWA (I)",5,FALLA MULTIORGANICA,5
BY_ETHNICITY,2020,RESIGARO,1,DISTRESS RESPIRATORIO AGUDO,1
BY_ETHNICITY,2020,SAPITERI,1,COVID VIRUS NO IDENTIFICADO,1
BY_ETHNICITY,2020,SAPITERI,2,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,SECOYA (AIDO PAI),1,INFARTO AGUDO DE MIOCARDIO,1
BY_ETHNICITY,2020,SHARANAHUA / MARINAHUA (ONIKOIN),1,SHOCK SEPTICO,1
BY_ETHNICITY,2020,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",1,INSUFICIENCIA RESPIRATORIA AGUDA,7
BY_ETHNICITY,2020,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",2,ACIDOSIS,1
BY_ETHNICITY,2020,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",3,HIPOGLICEMIA,1
BY_ETHNICITY,2020,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",4,INSUFICIENCIA RENAL,1
BY_ETHNICITY,2020,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",5,NEUMONIA,1
BY_ETHNICITY,2020,SHIPIBO - CONIBO - SHETEBO,1,INSUFICIENCIA RESPIRATORIA,8
BY_ETHNICITY,2020,SHIPIBO - CONIBO - SHETEBO,2,SEPSIS,5
BY_ETHNICITY,2020,SHIPIBO - CONIBO - SHETEBO,3,INSUFICIENCIA RESPIRATORIA AGUDA,3
BY_ETHNICITY,2020,SHIPIBO - CONIBO - SHETEBO,4,INSUFICIENCIA RESPIRATORIA SEVERA,3
BY_ETHNICITY,2020,SHIPIBO - CONIBO - SHETEBO,5,CETOACIDOSIS DIABETICA,2
BY_ETHNICITY,2020,SIN CLASIFICACIÓN,1,INSUFICIENCIA RESPIRATORIA AGUDA,1140
BY_ETHNICITY,2020,SIN CLASIFICACIÓN,2,INSUFICIENCIA RESPIRATORIA,1055
BY_ETHNICITY,2020,SIN CLASIFICACIÓN,3,FALLA MULTIORGANICA,943
BY_ETHNICITY,2020,SIN CLASIFICACIÓN,4,INFARTO AGUDO DEL MIOCARDIO SIN OTRA ESPECIFICACION,263
BY_ETHNICITY,2020,SIN CLASIFICACIÓN,5,INFARTO AGUDO DEL MIOCARDIO,241
BY_ETHNICITY,2020,TACANA,1,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2020,TACANA,2,COLECISTITIS CRNICA CALCULOSA,1
BY_ETHNICITY,2020,TICUNA (DU?X?GU),1,FALLA ORGANICA MULTISISTEMICA,1
BY_ETHNICITY,2020,TUPÍ-GUARANÍ,1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,URO,1,SEPSIS FOCO URINARIO,1
BY_ETHNICITY,2020,WAMPIS (HUAMBISA),1,CARCINOMA PERITONEAL,1
BY_ETHNICITY,2020,WAMPIS (HUAMBISA),2,CIRROSIS HEPÁTICA,1
BY_ETHNICITY,2020,WAMPIS (HUAMBISA),3,ENVENENAMIENTO POR DETERGENTE,1
BY_ETHNICITY,2020,WAMPIS (HUAMBISA),4,INFARTO DE MIOCARDIO,1
BY_ETHNICITY,2020,WAMPIS (HUAMBISA),5,PARO CARDIO RESPIRATORIO,1
BY_ETHNICITY,2020,WANCAS,1,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2020,WANCAS,2,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2020,WANCAS,3,CANCER DE COLON RECTO,1
BY_ETHNICITY,2020,WANCAS,4,FALLA MULTIORGANICA,1
BY_ETHNICITY,2020,WANCAS,5,HIPERTENSION ARTERIAL,1
BY_ETHNICITY,2020,"YAGUA (YAWA, NIHAMWO)",1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,"YAGUA (YAWA, NIHAMWO)",2,MUERTE DE CAUSA DESCONOCIDA,1
BY_ETHNICITY,2020,"YAGUA (YAWA, NIHAMWO)",3,TRAUMATISMOS MULTIPLES,1
BY_ETHNICITY,2020,YAMINAHUA,1,PARO CARDIO RESPIRATORIO,1
BY_ETHNICITY,2020,"YANESHA (""AMUESHA"")",1,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2020,"YANESHA (""AMUESHA"")",2,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2020,"YANESHA (""AMUESHA"")",3,EFECTOS DEL HAMBRE,1
BY_ETHNICITY,2020,"YANESHA (""AMUESHA"")",4,FALLA MULTI ORGÁNICA,1
BY_ETHNICITY,2020,"YANESHA (""AMUESHA"")",5,INFARTO AGUDO,1
BY_ETHNICITY,2020,"YORA (""NAHUA"", ""PARQUENAHUA"")",1,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2020,"YORA (""NAHUA"", ""PARQUENAHUA"")",2,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,ZAPARO,1,INSUFICIENCIA RESPIRATORIA,4
BY_ETHNICITY,2020,ZAPARO,2,INFARTO AGUDO DEL MIOCARIO SIN OTRA ESPECIFICACION,1
BY_ETHNICITY,2020,ZAPARO,3,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,ZAPARO,4,MONOPLEJÍA DE MIEMBRO INFERIOR,1
BY_ETHNICITY,2020,ZAPARO,5,NEOPMASLIGNA DE ABDOMENLASIA ,1
BY_ETHNICITY,2021,"ACHUAR , ACHUAL",1,CAUAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE LA MUERTE,1
BY_ETHNICITY,2021,"ACHUAR , ACHUAL",2,CHOQUE NO ESPECIFICADO,1
BY_ETHNICITY,2021,"ACHUAR , ACHUAL",3,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2021,"ACHUAR , ACHUAL",4,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,"ACHUAR , ACHUAL",5,INSUFICIENCIA RESPIRATORIA AGUDA SEVERA,1
BY_ETHNICITY,2021,AFRO DESCENDIENTE,1,INSUFICIENCIA RESPIRATORIA AGUDA,68
BY_ETHNICITY,2021,AFRO DESCENDIENTE,2,INSUFICIENCIA RESPIRATORIA,24
BY_ETHNICITY,2021,AFRO DESCENDIENTE,3,INFARTO AGUDO DEL MIOCARDIO,18
BY_ETHNICITY,2021,AFRO DESCENDIENTE,4,HIPERTENSION ARTERIAL,15
BY_ETHNICITY,2021,AFRO DESCENDIENTE,5,INFARTO AGUDO DE MIOCARDIO,14
BY_ETHNICITY,2021,AMAHUACA,1,SEPSIS NO ESPECIFICADA,2
BY_ETHNICITY,2021,AMAHUACA,2,INSUFICIENCIA CARDIACA,1
BY_ETHNICITY,2021,AMAHUACA,3,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,AMAHUACA,4,NEUMONÍA ATÍPICA,1
BY_ETHNICITY,2021,AMAHUACA,5,SEPTICEMIA NO ESPECIFICADA,1
BY_ETHNICITY,2021,AMARAKAERI,1,SEPSIS,1
BY_ETHNICITY,2021,ARAWAC,1,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2021,ARAWAC,2,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2021,ASHANINKA,1,SEPSIS NO ESPECIFICADA,29
BY_ETHNICITY,2021,ASHANINKA,2,INSUFICIENCIA RESPIRATORIA AGUDA,22
BY_ETHNICITY,2021,ASHANINKA,3,INSUFICIENCIA RESPIRATORIA,16
BY_ETHNICITY,2021,ASHANINKA,4,SHOCK SEPTICO,6
BY_ETHNICITY,2021,ASHANINKA,5,SEPSIS,5
BY_ETHNICITY,2021,ASHENINKA,1,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2021,ASHENINKA,2,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,ASHENINKA,3,INSUFICIENCIA RESPIRATORIA NO ESPECIFICADA,1
BY_ETHNICITY,2021,ASHENINKA,4,SEPTICEMIA,1
BY_ETHNICITY,2021,ASHENINKA,5,SINDROME DE OBSTRUCCION BRONQUIAL,1
BY_ETHNICITY,2021,ASIATICO DESCENDIENTE,1,INSUFICIENCIA RESPIRATORIA AGUDA,61
BY_ETHNICITY,2021,ASIATICO DESCENDIENTE,2,INSUFICIENCIA RESPIRATORIA,41
BY_ETHNICITY,2021,ASIATICO DESCENDIENTE,3,INFARTO AGUDO DE MIOCARDIO,22
BY_ETHNICITY,2021,ASIATICO DESCENDIENTE,4,INFARTO AGUDO DEL MIOCARDIO,11
BY_ETHNICITY,2021,ASIATICO DESCENDIENTE,5,FALLA MULTIORGANICA,10
BY_ETHNICITY,2021,"AWAJUN (AGUARUNA, AENTS)",1,INSUFICIENCIA RESPIRATORIA AGUDA,10
BY_ETHNICITY,2021,"AWAJUN (AGUARUNA, AENTS)",2,CHOQUE SEPTICO,3
BY_ETHNICITY,2021,"AWAJUN (AGUARUNA, AENTS)",3,PARO RESPIRATORIO,3
BY_ETHNICITY,2021,"AWAJUN (AGUARUNA, AENTS)",4,SEPSIS NEONATAL,3
BY_ETHNICITY,2021,"AWAJUN (AGUARUNA, AENTS)",5,COVID-19 VIRUS NO IDENTIFICADO,2
BY_ETHNICITY,2021,AYMARA,1,INSUFICIENCIA RESPIRATORIA AGUDA,418
BY_ETHNICITY,2021,AYMARA,2,FALLA MULTIORGANICA,166
BY_ETHNICITY,2021,AYMARA,3,INSUFICIENCIA RESPIRATORIA,166
BY_ETHNICITY,2021,AYMARA,4,CHOQUE HIPOVOLEMICO,92
BY_ETHNICITY,2021,AYMARA,5,PARO RESPIRATORIO,90
BY_ETHNICITY,2021,CACATAIBO (UNI),1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,CACATAIBO (UNI),2,TUMOR MALIGNO DEL CUELLO,1
BY_ETHNICITY,2021,CAHUAPANA,1,"	GASTRITIS CRÓNICA, NO ESPECIFICADA",1
BY_ETHNICITY,2021,CAHUAPANA,2,CHOQUE SEPTICO,1
BY_ETHNICITY,2021,CAHUAPANA,3,GASTRITIS CRONICA,1
BY_ETHNICITY,2021,CAHUAPANA,4,INTOXICACION POR MONOXIDO DE CARBONO,1
BY_ETHNICITY,2021,CAHUAPANA,5,SEPTICEMIA NO ESPECIFICADA,1
BY_ETHNICITY,2021,CAHUARANA (MOROCANO),1,ASMA OBSTRUCTIVA CRONICA,1
BY_ETHNICITY,2021,CANDOSHI - MURATO,1,CHOQUE NO ESPECIFICADO,1
BY_ETHNICITY,2021,CANDOSHI - MURATO,2,INSUFICIENCIA CARDIACA POR SHOCK SÉPTICO,1
BY_ETHNICITY,2021,CANDOSHI - MURATO,3,INSUFICIENCIA HEPATICA AGUDA,1
BY_ETHNICITY,2021,CANDOSHI - MURATO,4,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,CAQUINTE (POYENISATI),1,HEMORRAGIA INTRACEREBRAL TRAUMATICA,1
BY_ETHNICITY,2021,CAQUINTE (POYENISATI),2,NEUMONIA DEBIDO MYCOPLASMA,1
BY_ETHNICITY,2021,CASHINAHUA (JUNIKUIN),1,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2021,CHANCAS,1,INSUFICIENCIA CARDIO RESPIRATORIA,6
BY_ETHNICITY,2021,CHANCAS,2,INSUFICIENCIA RESPIRATORIA,6
BY_ETHNICITY,2021,CHANCAS,3,EDEMA CEREBRAL,5
BY_ETHNICITY,2021,CHANCAS,4,PARO RESPIRATORIO,5
BY_ETHNICITY,2021,CHANCAS,5,INFARTO AGUDO DE MIOCARDIO,3
BY_ETHNICITY,2021,CHAPRA,1,CHOQUE NO ESPECIFICADO,1
BY_ETHNICITY,2021,CHAPRA,2,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,CHAPRA,3,INSUFICIENCIA RESPIRATORIA DEL RECIEN NACIDO,1
BY_ETHNICITY,2021,CHAPRA,4,INSUFICIENCIA RESPIRATORIA NO ESPECIFICADA,1
BY_ETHNICITY,2021,CHAPRA,5,PARO CARDIACO NO ESPECIFICO,1
BY_ETHNICITY,2021,CHOPCCAS,1,INSUFICIENCIA RESPIRATORIA AGUDA,17
BY_ETHNICITY,2021,CHOPCCAS,2,INFARTO AGUDO DE MIOCARDIO SIN OTRAS ESPECIFICACIONES,3
BY_ETHNICITY,2021,CHOPCCAS,3,CHOQUE HIPOVOLEMICO,2
BY_ETHNICITY,2021,CHOPCCAS,4,INSUFICIENCIA RESPIRATORIA NO ESPECIFICADA,2
BY_ETHNICITY,2021,CHOPCCAS,5,PARO CARDIORESPIRATORIO,2
BY_ETHNICITY,2021,COCAMA - COCAMILLA,1,INFARTO AGUDO DEL MIOCARDIO SIN OTRA ESPECIFICACION,1
BY_ETHNICITY,2021,COCAMA - COCAMILLA,2,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,COCAMA - COCAMILLA,3,NEUMONIA,1
BY_ETHNICITY,2021,COCAMA - COCAMILLA,4,NEUMONIA GRAVE,1
BY_ETHNICITY,2021,COCAMA - COCAMILLA,5,OTRAS PANCREATITIS CRONICAS,1
BY_ETHNICITY,2021,"ESE`EJA (""HUARAYO"")",1,FALLA MULTIORGANICA,1
BY_ETHNICITY,2021,"ESE`EJA (""HUARAYO"")",2,MUERTE NATURAL,1
BY_ETHNICITY,2021,"ESE`EJA (""HUARAYO"")",3,PARO RESPIRATORIO,1
BY_ETHNICITY,2021,HARAKMBUT,1,PARO CARDIO RESPIRATORIO,1
BY_ETHNICITY,2021,"HUITOTO (INCLUYE MURUI, MENECA, MUNAINE)",1,ENFERMEDAD CEREBROVASCULAR NO ESPECIFICADA,1
BY_ETHNICITY,2021,"HUITOTO (INCLUYE MURUI, MENECA, MUNAINE)",2,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2021,IQUITO,1,CHOQUE CARDIOGENICO,1
BY_ETHNICITY,2021,IQUITO,2,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2021,IQUITO,3,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,IQUITO,4,SHOCK HIPOVOLEMICO,1
BY_ETHNICITY,2021,IQUITO,5,SHOCK SEPTICO,1
BY_ETHNICITY,2021,ISCONAHUA (ICOBAKEBO),1,FALLA MULTIORGANICA,1
BY_ETHNICITY,2021,JÍBARO,1,INFARTO MIOCARDIO AGUDO,1
BY_ETHNICITY,2021,LAMISTO,1,INSUFICIENCIA RESPIRATORIA AGUDA,3
BY_ETHNICITY,2021,LAMISTO,2,-,1
BY_ETHNICITY,2021,LAMISTO,3,ACCIDENTE CEREBRO VASCULAR,1
BY_ETHNICITY,2021,LAMISTO,4,CHOQUE CARDIOGENICO,1
BY_ETHNICITY,2021,LAMISTO,5,CHOQUE HIPOVOLEMICO,1
BY_ETHNICITY,2021,MACHIGUENGA (MATSIGENKA),1,INSUFICIENCIA RESPIRATORIA AGUDA,5
BY_ETHNICITY,2021,MACHIGUENGA (MATSIGENKA),2,CHOQUE NO ESPECIFICADO,3
BY_ETHNICITY,2021,MACHIGUENGA (MATSIGENKA),3,CHOQUE HIPOVOLEMICO,2
BY_ETHNICITY,2021,MACHIGUENGA (MATSIGENKA),4,"CHOQUE, NO ESPECIFICADO",2
BY_ETHNICITY,2021,MACHIGUENGA (MATSIGENKA),5,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2021,MASTANAHUA,1,NEUMONIA,1
BY_ETHNICITY,2021,MAYORUNA (MATS?),1,INFARTO CARDIO RESPIRATORIO,1
BY_ETHNICITY,2021,MAYORUNA (MATS?),2,SEPSIS,1
BY_ETHNICITY,2021,MESTIZO,1,INSUFICIENCIA RESPIRATORIA AGUDA,58474
BY_ETHNICITY,2021,MESTIZO,2,INSUFICIENCIA RESPIRATORIA,30676
BY_ETHNICITY,2021,MESTIZO,3,FALLA MULTIORGANICA,6539
BY_ETHNICITY,2021,MESTIZO,4,INFARTO AGUDO DE MIOCARDIO,6245
BY_ETHNICITY,2021,MESTIZO,5,INFARTO AGUDO DEL MIOCARDIO,5300
BY_ETHNICITY,2021,MURUNAHUA,1,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2021,MURUNAHUA,2,MUERTE SUBITA,1
BY_ETHNICITY,2021,NANTI,1,CHOQUE HIPOVOLÉMICO,1
BY_ETHNICITY,2021,NOMATSIGUENGA,1,INSUFICIENCIA RESPIRATORIA,5
BY_ETHNICITY,2021,NOMATSIGUENGA,2,EDEMA PULMONAR,1
BY_ETHNICITY,2021,NOMATSIGUENGA,3,NEUMONIA CONGELITA,1
BY_ETHNICITY,2021,NOMATSIGUENGA,4,NEUMONIA POR STAFILOCOCO,1
BY_ETHNICITY,2021,NOMATSIGUENGA,5,OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD,1
BY_ETHNICITY,2021,"OREJON (MAI HUNA, MAIJUNA)",1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,OTROS GRUPOS INDIGENAS AMAZONICOS,1,INSUFICIENCIA RESPIRATORIA AGUDA,52
BY_ETHNICITY,2021,OTROS GRUPOS INDIGENAS AMAZONICOS,2,INSUFICIENCIA RESPIRATORIA,34
BY_ETHNICITY,2021,OTROS GRUPOS INDIGENAS AMAZONICOS,3,INFARTO AGUDO DEL MIOCARDIO,10
BY_ETHNICITY,2021,OTROS GRUPOS INDIGENAS AMAZONICOS,4,SEPSIS,8
BY_ETHNICITY,2021,OTROS GRUPOS INDIGENAS AMAZONICOS,5,FALLA MULTIORGANICA,6
BY_ETHNICITY,2021,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),1,INSUFICIENCIA RESPIRATORIA AGUDA,27
BY_ETHNICITY,2021,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),2,PARO RESPIRATORIO,13
BY_ETHNICITY,2021,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),3,INSUFICIENCIA RESPIRATORIA,12
BY_ETHNICITY,2021,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),4,FALLA MULTIORGANICA,11
BY_ETHNICITY,2021,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),5,SEPSIS NO ESPECIFICADA,9
BY_ETHNICITY,2021,PANO,1,FALLA MULTI ORGANICA,1
BY_ETHNICITY,2021,PEBA-YAGUA,1,ASFIXIA POR SUMERSION,1
BY_ETHNICITY,2021,PEBA-YAGUA,2,HEMORRAGIA INTRACEREBRAL,1
BY_ETHNICITY,2021,PEBA-YAGUA,3,INFARTO AGUDO MIIOCARDIO,1
BY_ETHNICITY,2021,PEBA-YAGUA,4,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,PEBA-YAGUA,5,OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD,1
BY_ETHNICITY,2021,"PISABO (MAYO, KANIBO)",1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,PUKIRIERI,1,INFARTO AGUDO AL MIOCARDIO,1
BY_ETHNICITY,2021,PUKIRIERI,2,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2021,PUKIRIERI,3,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,Q'EROS,1,EDEMA PULMONAR,1
BY_ETHNICITY,2021,Q'EROS,2,NEUMONIA COVID,1
BY_ETHNICITY,2021,QUECHUA,1,INSUFICIENCIA RESPIRATORIA AGUDA,1153
BY_ETHNICITY,2021,QUECHUA,2,INSUFICIENCIA RESPIRATORIA,686
BY_ETHNICITY,2021,QUECHUA,3,FALLA MULTIORGANICA,300
BY_ETHNICITY,2021,QUECHUA,4,PARO RESPIRATORIO,271
BY_ETHNICITY,2021,QUECHUA,5,SEPSIS,226
BY_ETHNICITY,2021,"QUICHUA - QUICHUA RUNA, KICHWA (I)",1,INSUFICIENCIA RESPIRATORIA,28
BY_ETHNICITY,2021,"QUICHUA - QUICHUA RUNA, KICHWA (I)",2,INSUFICIENCIA RESPIRATORIA AGUDA,21
BY_ETHNICITY,2021,"QUICHUA - QUICHUA RUNA, KICHWA (I)",3,PARO RESPIRATORIO,8
BY_ETHNICITY,2021,"QUICHUA - QUICHUA RUNA, KICHWA (I)",4,FALLA MULTIORGANICA,5
BY_ETHNICITY,2021,"QUICHUA - QUICHUA RUNA, KICHWA (I)",5,INFARTO AGUDO DE MIOCARDIO,4
BY_ETHNICITY,2021,RESIGARO,1,CÁLCULO DE CONDUCTO BILIAR CON COLECISTITIS,1
BY_ETHNICITY,2021,RESIGARO,2,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,SAPITERI,1,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2021,SAPITERI,2,NEUMONIA ATIPICA POR COVID-19,1
BY_ETHNICITY,2021,SECOYA (AIDO PAI),1,DISFUNCION MULTIORGANICA,1
BY_ETHNICITY,2021,SECOYA (AIDO PAI),2,SHOCK,1
BY_ETHNICITY,2021,SECOYA (AIDO PAI),3,SHOCK HIPOVOLEMICO,1
BY_ETHNICITY,2021,SHARANAHUA / MARINAHUA (ONIKOIN),1,INSUFICIENCIA HEPATICA,1
BY_ETHNICITY,2021,SHARANAHUA / MARINAHUA (ONIKOIN),2,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",1,INSUFICIENCIA RESPIRATORIA AGUDA,7
BY_ETHNICITY,2021,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",2,INSUFICIENCIA RESPIRATORIA,3
BY_ETHNICITY,2021,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",3,PARO RESPIRATORIO,3
BY_ETHNICITY,2021,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",4,ACIDOSIS METABOLICA,1
BY_ETHNICITY,2021,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",5,ASFIXIA DEL RECIEN NACIDO,1
BY_ETHNICITY,2021,SHIPIBO - CONIBO - SHETEBO,1,INSUFICIENCIA RESPIRATORIA AGUDA,8
BY_ETHNICITY,2021,SHIPIBO - CONIBO - SHETEBO,2,SEPSIS,5
BY_ETHNICITY,2021,SHIPIBO - CONIBO - SHETEBO,3,SEPSIS NO ESPECIFICADA,3
BY_ETHNICITY,2021,SHIPIBO - CONIBO - SHETEBO,4,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2021,SHIPIBO - CONIBO - SHETEBO,5,ACCIDENTE DE EMBARCACION QUE CAUSA AHOGAMIENTO Y SUMERSION VEHICULO ACUATICO NO ESPECIFICADO,1
BY_ETHNICITY,2021,SHUAR,1,CHOQUE HIPOVOLEMICO,1
BY_ETHNICITY,2021,SHUAR,2,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,SIN CLASIFICACIÓN,1,INSUFICIENCIA RESPIRATORIA AGUDA,1179
BY_ETHNICITY,2021,SIN CLASIFICACIÓN,2,INSUFICIENCIA RESPIRATORIA,879
BY_ETHNICITY,2021,SIN CLASIFICACIÓN,3,FALLA MULTIORGANICA,653
BY_ETHNICITY,2021,SIN CLASIFICACIÓN,4,INFARTO AGUDO DEL MIOCARDIO,180
BY_ETHNICITY,2021,SIN CLASIFICACIÓN,5,INFARTO AGUDO DE MIOCARDIO,118
BY_ETHNICITY,2021,TACANA,1,CANCER GASTRICO,1
BY_ETHNICITY,2021,TACANA,2,OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD,1
BY_ETHNICITY,2021,TACANA,3,SEPSIS FOCO RESPIRATORIO,1
BY_ETHNICITY,2021,TACANA,4,SINDROME DE DISTRES RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,TUCANO,1,TUMOR MALIGNO DE OROFARINGE,1
BY_ETHNICITY,2021,URO,1,CANCER DE PANCREAS,1
BY_ETHNICITY,2021,URO,2,SEPSIS,1
BY_ETHNICITY,2021,WAMPIS (HUAMBISA),1,DIFICULTAD RESPIRATORIA DEL RECIEN NACIDO,1
BY_ETHNICITY,2021,WAMPIS (HUAMBISA),2,INFECCION DE VIAS RESPIRATORIAS,1
BY_ETHNICITY,2021,WAMPIS (HUAMBISA),3,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,WAMPIS (HUAMBISA),4,LESION CEREBRAL ANOXICA NO CLASIFICADA EN OTRA PARTE,1
BY_ETHNICITY,2021,WAMPIS (HUAMBISA),5,NEUMONIA ATIPICA COVID19,1
BY_ETHNICITY,2021,WANCAS,1,DISTRES RESPIRATORIO SEVERO,3
BY_ETHNICITY,2021,WANCAS,2,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2021,WANCAS,3,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2021,WANCAS,4,SEPSIS A FOCO ABDOMINAL,1
BY_ETHNICITY,2021,WANCAS,5,SEPSIS GENERALIZADA,1
BY_ETHNICITY,2021,"YAGUA (YAWA, NIHAMWO)",1,FIBROSIS PULMONAR,1
BY_ETHNICITY,2021,"YAGUA (YAWA, NIHAMWO)",2,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2021,"YAGUA (YAWA, NIHAMWO)",3,MORDEDURA DE SERPIENTE VENENOSA,1
BY_ETHNICITY,2021,YAMINAHUA,1,INSUFICIENCIA REPIRATORIA,1
BY_ETHNICITY,2021,YAMINAHUA,2,SHOCK SÉPTICO,1
BY_ETHNICITY,2021,"YANESHA (""AMUESHA"")",1,INSUFICIENCIA RESPIRATORIA AGUDA,7
BY_ETHNICITY,2021,"YANESHA (""AMUESHA"")",2,INSUFICIENCIA RESPIRATORIA,3
BY_ETHNICITY,2021,"YANESHA (""AMUESHA"")",3,CHOQUE HIPOVOLEMICO,1
BY_ETHNICITY,2021,"YANESHA (""AMUESHA"")",4,HEMORRAGIA SUBARACNOISEA CEREBRAL CEREBELOSA FOCALIZADAS,1
BY_ETHNICITY,2021,"YANESHA (""AMUESHA"")",5,INFARTO AGUDA DE MIOCARDIO,1
BY_ETHNICITY,2021,"YINE - YAMI (""PIRO"")",1,SEPTICEMIA NO ESPECIFICADA,3
BY_ETHNICITY,2021,"YINE - YAMI (""PIRO"")",2,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2021,"YINE - YAMI (""PIRO"")",3,COVID 19 VIRUS IDENTIFICADO,1
BY_ETHNICITY,2021,"YINE - YAMI (""PIRO"")",4,DIFICULTAD RESPIRATORIA EN EL ADULTO,1
BY_ETHNICITY,2021,"YINE - YAMI (""PIRO"")",5,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2021,"YORA (""NAHUA"", ""PARQUENAHUA"")",1,INSUFICIENCIA RESPIRATORIA AGUDA,4
