CATEGORY,YEAR,GROUP,RANK,CAUSE,TOTAL_DEATHS
BY_ETHNICITY,2023,COCAMA - COCAMILLA,1,CAUSA DE MUERTE DE ORIGEN DESCONOCIDO,6
BY_ETHNICITY,2023,COCAMA - COCAMILLA,2,ACCIDENTE CEREBRO VASCULAR,1
BY_ETHNICITY,2023,COCAMA - COCAMILLA,3,CAUSA DE MUERTE DE ORIGEN DESCONOCIDA,1
BY_ETHNICITY,2023,COCAMA - COCAMILLA,4,DIABETES MELLITUS TIPO 2  CETOACIDOSIS,1
BY_ETHNICITY,2023,COCAMA - COCAMILLA,5,EDEMA AGUDO DE PULMON,1
BY_ETHNICITY,2023,"ESE`EJA (""HUARAYO"")",1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2023,"HUITOTO (INCLUYE MURUI, MENECA, MUNAINE)",1,ASFIXIA POR APLASTAMIENTO,1
BY_ETHNICITY,2023,"HUITOTO (INCLUYE MURUI, MENECA, MUNAINE)",2,SHOCK HIPOVOLÉMICO,1
BY_ETHNICITY,2023,MACHIGUENGA (MATSIGENKA),1,720	INSUFICIENCIA HEPÁTICA AGUDA O SUBAGUDA,1
BY_ETHNICITY,2023,MACHIGUENGA (MATSIGENKA),2,AHOGAMIENTO Y SUMERSIÓN NO MORTAL,1
BY_ETHNICITY,2023,MACHIGUENGA (MATSIGENKA),3,CHOQUE HIPOVOLÉMICO,1
BY_ETHNICITY,2023,MACHIGUENGA (MATSIGENKA),4,COLAPSO PULMONAR,1
BY_ETHNICITY,2023,MACHIGUENGA (MATSIGENKA),5,"HEMORRAGIA INTRAENCEFÁLICA, NO ESPECIFICADA	
",1
BY_ETHNICITY,2023,MASTANAHUA,1,INFARTO,1
BY_ETHNICITY,2023,MAYORUNA (MATS?),1,ASFIXIA MECANICA,1
BY_ETHNICITY,2023,MAYORUNA (MATS?),2,NEUMONIA,1
BY_ETHNICITY,2023,MAYORUNA (MATS?),3,NEUMONIA INTRAHOSPITALARIA,1
BY_ETHNICITY,2023,MAYORUNA (MATS?),4,"TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA",1
BY_ETHNICITY,2023,MESTIZO,1,INSUFICIENCIA RESPIRATORIA AGUDA,16880
BY_ETHNICITY,2023,MESTIZO,2,INSUFICIENCIA RESPIRATORIA,11211
BY_ETHNICITY,2023,MESTIZO,3,INFARTO AGUDO DEL MIOCARDIO,2759
BY_ETHNICITY,2023,MESTIZO,4,INFARTO AGUDO DE MIOCARDIO,2386
BY_ETHNICITY,2023,MESTIZO,5,FALLA MULTIORGANICA,2333
BY_ETHNICITY,2023,MURUNAHUA,1,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2023,MURUNAHUA,2,	TUMOR MALIGNO DE SITIOS NO ESPECIFICADOS,1
BY_ETHNICITY,2023,MURUNAHUA,3,CANCER PROSTATICO TERMINAL,1
BY_ETHNICITY,2023,MURUNAHUA,4,EDEMA CEREBRAL ,1
BY_ETHNICITY,2023,MURUNAHUA,5,INSUFICIENCIA CARDIACA,1
BY_ETHNICITY,2023,NANTI,1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2023,NOMATSIGUENGA,1,INSUFICIENCIA RESPIRATORIA AGUDA,6
BY_ETHNICITY,2023,NOMATSIGUENGA,2,HEMORRAGIA INTRACRANEAL,1
BY_ETHNICITY,2023,NOMATSIGUENGA,3,SÍNDROME DE DIFICULTAD RESPIRATORIA DEL RECIÉN NACIDO,1
BY_ETHNICITY,2023,NOMATSIGUENGA,4,VENENO DE SERPIENTE,1
BY_ETHNICITY,2023,OMAGUA,1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2023,OTROS GRUPOS INDIGENAS AMAZONICOS,1,INSUFICIENCIA RESPIRATORIA,14
BY_ETHNICITY,2023,OTROS GRUPOS INDIGENAS AMAZONICOS,2,INSUFICIENCIA RESPIRATORIA AGUDA,12
BY_ETHNICITY,2023,OTROS GRUPOS INDIGENAS AMAZONICOS,3,FALLA MULTIORGANICA,5
BY_ETHNICITY,2023,OTROS GRUPOS INDIGENAS AMAZONICOS,4,INFARTO AGUDO DEL MIOCARDIO,3
BY_ETHNICITY,2023,OTROS GRUPOS INDIGENAS AMAZONICOS,5,CHOQUE SEPTICO,2
BY_ETHNICITY,2023,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),1,FALLA MULTIORGANICA,6
BY_ETHNICITY,2023,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),2,PARO CARDIO-RESPIRATORIO,6
BY_ETHNICITY,2023,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),3,INSUFICIENCIA RESPIRATORIA AGUDA,5
BY_ETHNICITY,2023,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),4,INSUFICIENCIA RESPIRATORIA NO ESPECIFICADA,2
BY_ETHNICITY,2023,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),5,OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD,2
BY_ETHNICITY,2023,PEBA-YAGUA,1,ENCEFALOPATIA  HEPATICA,1
BY_ETHNICITY,2023,QUECHUA,1,INSUFICIENCIA RESPIRATORIA AGUDA,292
BY_ETHNICITY,2023,QUECHUA,2,INSUFICIENCIA RESPIRATORIA,258
BY_ETHNICITY,2023,QUECHUA,3,INFARTO AGUDO DEL MIOCARDIO,125
BY_ETHNICITY,2023,QUECHUA,4,SEPSIS,114
BY_ETHNICITY,2023,QUECHUA,5,INFARTO AGUDO DE MIOCARDIO,76
BY_ETHNICITY,2023,"QUICHUA - QUICHUA RUNA, KICHWA (I)",1,INSUFICIENCIA RESPIRATORIA AGUDA,10
BY_ETHNICITY,2023,"QUICHUA - QUICHUA RUNA, KICHWA (I)",2,PARO CARDIORESPIRATORIO,4
BY_ETHNICITY,2023,"QUICHUA - QUICHUA RUNA, KICHWA (I)",3,CHOQUE SEPTICO,2
BY_ETHNICITY,2023,"QUICHUA - QUICHUA RUNA, KICHWA (I)",4,INFARTO AGUDO DE MIOCARDIO,2
BY_ETHNICITY,2023,"QUICHUA - QUICHUA RUNA, KICHWA (I)",5,"	INFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN",1
BY_ETHNICITY,2023,SAPITERI,1,HIPERTENSION ARTERIAL,1
BY_ETHNICITY,2023,SAPITERI,2,TROMBOSIS  CORONARIA,1
BY_ETHNICITY,2023,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",1,INSUFICENICA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2023,SHIPIBO - CONIBO - SHETEBO,1,SEPSIS,4
BY_ETHNICITY,2023,SHIPIBO - CONIBO - SHETEBO,2,NEUMONIA BACTERIANA,2
BY_ETHNICITY,2023,SHIPIBO - CONIBO - SHETEBO,3,PARO RESPIRATORIO,2
BY_ETHNICITY,2023,SHIPIBO - CONIBO - SHETEBO,4,CIRROSIS HEPATICA,1
BY_ETHNICITY,2023,SHIPIBO - CONIBO - SHETEBO,5,ENFERMEDAD POR VIH RESULTANTE EN NEUMONIA POR PNEUMOCYSTIS JIROVECII,1
BY_ETHNICITY,2023,SIN CLASIFICACIÓN,1,FALLA MULTIORGANICA,1326
BY_ETHNICITY,2023,SIN CLASIFICACIÓN,2,INSUFICIENCIA RESPIRATORIA AGUDA,503
BY_ETHNICITY,2023,SIN CLASIFICACIÓN,3,INSUFICIENCIA RESPIRATORIA,251
BY_ETHNICITY,2023,SIN CLASIFICACIÓN,4,FALLA MULTIORGANICA ,215
BY_ETHNICITY,2023,SIN CLASIFICACIÓN,5,FALLA MULTIORGANICA.,128
BY_ETHNICITY,2023,TACANA,1,CANCER GASTRICO CIE 10 C 161,1
BY_ETHNICITY,2023,TACANA,2,DIABETES MELLITUS,1
BY_ETHNICITY,2023,TACANA,3,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2023,TACANA,4,SEPSIS,1
BY_ETHNICITY,2023,TACANA,5,TROMBOEMBOLISMO PULMONAR,1
BY_ETHNICITY,2023,TICUNA (DU?X?GU),1,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2023,TICUNA (DU?X?GU),2,CHOQUE SEPTICO,1
BY_ETHNICITY,2023,TICUNA (DU?X?GU),3,PARO CARDIO RESPIRATORIO,1
BY_ETHNICITY,2023,URO,1,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2023,URO,2,CHOQUE HIPOVOLEMICO,1
BY_ETHNICITY,2023,URO,3,EDEMA GENERALIZADO,1
BY_ETHNICITY,2023,URO,4,TRASTORNO DEL EQUILIBRIO DE LOS ELECTROLITOS Y DE LOS LIQUIDOS,1
BY_ETHNICITY,2023,"YAGUA (YAWA, NIHAMWO)",1,EFECTO TOXICO DEL ALCOHOL ETANOL,1
BY_ETHNICITY,2023,"YAGUA (YAWA, NIHAMWO)",2,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2023,"YANESHA (""AMUESHA"")",1,INSUFICIENCIA RESPIRATORIA NO ESPECIFICADA,1
BY_ETHNICITY,2023,ZAPARO,1,FALLA MULTIORGANICA,2
BY_ETHNICITY,2023,ZAPARO,2,EDEMA CEREBRAL Y PULMONAR,1
BY_ETHNICITY,2023,ZAPARO,3,ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA,1
BY_ETHNICITY,2023,ZAPARO,4,FALLA MUTIORGANICA,1
BY_ETHNICITY,2023,ZAPARO,5,FIBRILACION AURICULAR PAROXISTICA,1
BY_ETHNICITY,2024,"ACHUAR , ACHUAL",1,COAGULACION INTRAVASCULAR DISEMINADA SIN OTRA ESPECIFICACION,1
BY_ETHNICITY,2024,"ACHUAR , ACHUAL",2,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2024,"ACHUAR , ACHUAL",3,INSUFICIENCIA RESPIRATORIA AGUDA SEVERA,1
BY_ETHNICITY,2024,"ACHUAR , ACHUAL",4,INSUFICIENCIA RESPIRATORIA NO ESPECIFICADA,1
BY_ETHNICITY,2024,AFRO DESCENDIENTE,1,HIPERTENSION ARTERIAL,6
BY_ETHNICITY,2024,AFRO DESCENDIENTE,2,INSUFICIENCIA RESPIRATORIA AGUDA,5
BY_ETHNICITY,2024,AFRO DESCENDIENTE,3,INFARTO AGUDO DEL MIOCARDIO,3
BY_ETHNICITY,2024,AFRO DESCENDIENTE,4,INSUFICIENCIA RESPIRATORIA,3
BY_ETHNICITY,2024,AFRO DESCENDIENTE,5,DIABETES MELLITUS,2
BY_ETHNICITY,2024,ARAWAC,1,TUBERCULOSIS DE PULMON,1
BY_ETHNICITY,2024,ASHANINKA,1,INSUFICIENCIA RESPIRATORIA AGUDA,8
BY_ETHNICITY,2024,ASHANINKA,2,SEPSIS NO ESPECIFICADA,5
BY_ETHNICITY,2024,ASHANINKA,3,INSUFICIENCIA RESPIRATORIA,3
BY_ETHNICITY,2024,ASHANINKA,4,INSUFICIENCIA RESPIRATORIA CRONICA,2
BY_ETHNICITY,2024,ASHANINKA,5,SHOCK HIPOVOLEMICO,2
BY_ETHNICITY,2024,ASIATICO DESCENDIENTE,1,INSUFICIENCIA RESPIRATORIA AGUDA,12
BY_ETHNICITY,2024,ASIATICO DESCENDIENTE,2,INSUFICIENCIA RESPIRATORIA,10
BY_ETHNICITY,2024,ASIATICO DESCENDIENTE,3,INFARTO AGUDO DE MIOCARDIO,5
BY_ETHNICITY,2024,ASIATICO DESCENDIENTE,4,INFARTO AGUDO MIOCARDIO,5
BY_ETHNICITY,2024,ASIATICO DESCENDIENTE,5,INSUFICIENCIA RESPIRATORIA CRONICA SEVERA,4
BY_ETHNICITY,2024,"AWAJUN (AGUARUNA, AENTS)",1,PARO RESPIRATORIO,3
BY_ETHNICITY,2024,"AWAJUN (AGUARUNA, AENTS)",2,ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA GASTROINTESTINAL DIGESTIVOS,1
BY_ETHNICITY,2024,"AWAJUN (AGUARUNA, AENTS)",3,EXPOSICION A LINEAS DE TRANSMISION ELECTRICA CALLES Y CARRETERAS,1
BY_ETHNICITY,2024,"AWAJUN (AGUARUNA, AENTS)",4,HERIDAS PUNZOCORTANTES MULTIPLES EN TORAX,1
BY_ETHNICITY,2024,"AWAJUN (AGUARUNA, AENTS)",5,INSUFCIENCIA RESPIRATORIA,1
BY_ETHNICITY,2024,AYMARA,1,INSUFICIENCIA RESPIRATORIA,30
BY_ETHNICITY,2024,AYMARA,2,INSUFICIENCIA RESPIRATORIA AGUDA,27
BY_ETHNICITY,2024,AYMARA,3,INSUFICIENCIA CARDIACA CONGESTIVA,18
BY_ETHNICITY,2024,AYMARA,4,SEPSIS,18
BY_ETHNICITY,2024,AYMARA,5,FALLA MULTIORGANICA,16
BY_ETHNICITY,2024,CANDOSHI - MURATO,1,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2024,CANDOSHI - MURATO,2,INFARTO AGUDO DEL MIOCARDIO SIN OTRA ESPECIFICACION,1
BY_ETHNICITY,2024,CANDOSHI - MURATO,3,MENINGITIS NO ESPECIFICADA,1
BY_ETHNICITY,2024,CHANCAS,1,EDEMA CEREBRAL,7
BY_ETHNICITY,2024,CHANCAS,2,ASFIXIA POR AHOGAMIENTO,2
BY_ETHNICITY,2024,CHANCAS,3,ADEMA CEREBRAL,1
BY_ETHNICITY,2024,CHANCAS,4,AHOGAMIENTO,1
BY_ETHNICITY,2024,CHANCAS,5,AHOGAMIENTO E INMERSION EN RIO,1
BY_ETHNICITY,2024,CHAPRA,1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2024,CHOPCCAS,1,INFARTO AGUDO DEL MIOCARDIO SIN OTRA ESPECIFICACION,3
BY_ETHNICITY,2024,CHOPCCAS,2,INSUFICIENCIA RESPIRATORIA AGUDA,3
BY_ETHNICITY,2024,CHOPCCAS,3,CAUSA DE MUERTE DESCONOCIDA,1
BY_ETHNICITY,2024,CHOPCCAS,4,CHOQUE SEPTICO,1
BY_ETHNICITY,2024,CHOPCCAS,5,MENINGITIS BACTERIANA NO ESPECIFICADA,1
BY_ETHNICITY,2024,COCAMA - COCAMILLA,1,CAUSA DE MUERTE DE ORIGEN DESCONOCIDO,2
BY_ETHNICITY,2024,COCAMA - COCAMILLA,2,HEMORRAGIA INTRACEREBRAL EN HEMISFERIO NO ESPECIFICADO,1
BY_ETHNICITY,2024,COCAMA - COCAMILLA,3,MUERTE SUBITA. BRONCOASPIRACION PACIENTE ENCONTRADO EN LA VIA PUBLICA,1
BY_ETHNICITY,2024,COCAMA - COCAMILLA,4,PARO RESPIRATORIO,1
BY_ETHNICITY,2024,"HUITOTO (INCLUYE MURUI, MENECA, MUNAINE)",1,HERIDA POR PROYECTIL DE ARMA DE FUEGO EN LA CABEZA,1
BY_ETHNICITY,2024,IQUITO,1,CHOQUE HIPOVOLEMICO,1
BY_ETHNICITY,2024,JÍBARO,1,SEPSIS FOCO ABDOMINAL,1
BY_ETHNICITY,2024,MACHIGUENGA (MATSIGENKA),1,CHOQUE SEPTICO,1
BY_ETHNICITY,2024,MACHIGUENGA (MATSIGENKA),2,FALLA RENAL,1
BY_ETHNICITY,2024,MESTIZO,1,INSUFICIENCIA RESPIRATORIA AGUDA,6935
BY_ETHNICITY,2024,MESTIZO,2,INSUFICIENCIA RESPIRATORIA,4614
BY_ETHNICITY,2024,MESTIZO,3,INFARTO AGUDO DE MIOCARDIO,1168
BY_ETHNICITY,2024,MESTIZO,4,INFARTO AGUDO DEL MIOCARDIO,1058
BY_ETHNICITY,2024,MESTIZO,5,FALLA MULTIORGANICA,925
BY_ETHNICITY,2024,OTROS GRUPOS INDIGENAS AMAZONICOS,1,INSUFICIENCIA RESPIRATORIA AGUDA,5
BY_ETHNICITY,2024,OTROS GRUPOS INDIGENAS AMAZONICOS,2,INSUFICIENCIA RESPIRATORIA,4
BY_ETHNICITY,2024,OTROS GRUPOS INDIGENAS AMAZONICOS,3,INFARTO AGUDO DE MIOCARDIO,2
BY_ETHNICITY,2024,OTROS GRUPOS INDIGENAS AMAZONICOS,4,ACCIDENTE VASCULAR ENCEFALICO AGUDO,1
BY_ETHNICITY,2024,OTROS GRUPOS INDIGENAS AMAZONICOS,5,ADENOCARCINOMA TUBULAR DE PANCREA,1
BY_ETHNICITY,2024,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),1,FALLA MULTIORGANICA,5
BY_ETHNICITY,2024,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),2,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2024,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),3,PARO CARDIO-RESPIRATORIO,2
BY_ETHNICITY,2024,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),4,2 DIAS,1
BY_ETHNICITY,2024,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),5,ANEURISMA DE LA AORTA,1
BY_ETHNICITY,2024,PEBA-YAGUA,1,SHOCK HIPOVOLEMICO,1
BY_ETHNICITY,2024,PEBA-YAGUA,2,SHOCK SEPTICO,1
BY_ETHNICITY,2024,QUECHUA,1,INSUFICIENCIA RESPIRATORIA AGUDA,118
BY_ETHNICITY,2024,QUECHUA,2,INSUFICIENCIA RESPIRATORIA,101
BY_ETHNICITY,2024,QUECHUA,3,EDEMA CEREBRAL,50
BY_ETHNICITY,2024,QUECHUA,4,INFARTO AGUDO DEL MIOCARDIO,49
BY_ETHNICITY,2024,QUECHUA,5,SEPSIS,46
BY_ETHNICITY,2024,"QUICHUA - QUICHUA RUNA, KICHWA (I)",1,INSUFICIENCIA RESPIRATORIA AGUDA,6
BY_ETHNICITY,2024,"QUICHUA - QUICHUA RUNA, KICHWA (I)",2,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2024,"QUICHUA - QUICHUA RUNA, KICHWA (I)",3,ACCIDENTE CEREBROVASCULAR AGUDO NO ESPECIFICADO COMO VASCULAR O ISQUEMICO,1
BY_ETHNICITY,2024,"QUICHUA - QUICHUA RUNA, KICHWA (I)",4,CHOQUE CARDIOGÉNICO,1
BY_ETHNICITY,2024,"QUICHUA - QUICHUA RUNA, KICHWA (I)",5,CHOQUE HIPOVOLÉMICO,1
BY_ETHNICITY,2024,SAPITERI,1,ENFERMEDAD DE PARKINSON,1
BY_ETHNICITY,2024,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",1,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2024,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",2,HOGAMIENTO Y SUMERSION NO ESPECIFICADOS OCURRIDOS EN UNA GRANJA O PREDIO AGRICOLA,1
BY_ETHNICITY,2024,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",3,INFARTO AGUDO DE MIOCARDIO,1
BY_ETHNICITY,2024,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",4,INSUFICIENCIA HEPÁTICA,1
BY_ETHNICITY,2024,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",5,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2024,SHIPIBO - CONIBO - SHETEBO,1,SEPSIS,2
BY_ETHNICITY,2024,SHIPIBO - CONIBO - SHETEBO,2,INSUFICIENCIA RESPIRATORIA SEVERA,1
BY_ETHNICITY,2024,SHIPIBO - CONIBO - SHETEBO,3,SEPTISEMIA NO ESPECIFICADA,1
BY_ETHNICITY,2024,SIN CLASIFICACIÓN,1,FALLA MULTIORGANICA,549
BY_ETHNICITY,2024,SIN CLASIFICACIÓN,2,INSUFICIENCIA RESPIRATORIA AGUDA,118
BY_ETHNICITY,2024,SIN CLASIFICACIÓN,3,INSUFICIENCIA RESPIRATORIA,92
BY_ETHNICITY,2024,SIN CLASIFICACIÓN,4,FALLA MULTIORGANICA ,64
BY_ETHNICITY,2024,SIN CLASIFICACIÓN,5,PARO CARDIORESPIRATORIO,31
BY_ETHNICITY,2024,TACANA,1,INSUFICIENCIA CARDIA CONGESTIVA,1
BY_ETHNICITY,2024,TICUNA (DU?X?GU),1,FALLA ORGANICA MULTIPLE,1
BY_ETHNICITY,2024,TICUNA (DU?X?GU),2,INSUFICIENCIA CARDIACA,1
BY_ETHNICITY,2024,URO,1,AHOGAMIENTO Y SUMERSION POSTERIOR A CAIDA EN AGUAS NATURALES,1
BY_ETHNICITY,2024,URO,2,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2024,WAMPIS (HUAMBISA),1,INFARTO AGUDO DE MIOCARDIO,1
BY_ETHNICITY,2024,WANCAS,1,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO,1
BY_ETHNICITY,2024,"YAGUA (YAWA, NIHAMWO)",1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2024,"YAGUA (YAWA, NIHAMWO)",2,MALARIA GRAVE,1
BY_ETHNICITY,2024,"YAGUA (YAWA, NIHAMWO)",3,SHOCK SEPTICO PP PULMONA,1
BY_ETHNICITY,2024,YAMINAHUA,1,SEPSIS,1
BY_ETHNICITY,2024,"YANESHA (""AMUESHA"")",1,SEPSIS NO ESPECIFICADA,1
BY_ETHNICITY,2024,"YINE - YAMI (""PIRO"")",1,INFARTO AGUDO DEL MIOCARDIO,1
BY_ETHNICITY,2024,ZAPARO,1,FALLA MULTIORGANICA,4
BY_ETHNICITY,2024,ZAPARO,2,HEMORRAGIA CEREBRAL,2
BY_ETHNICITY,2024,ZAPARO,3,CIRROSIS HEPATIC,1
BY_ETHNICITY,2024,ZAPARO,4,TRAUMATISMO ENCEFALO CRANEANO GRAVE POR CAIDA,1
BY_SEX,2017,FEMENINO,1,INSUFICIENCIA RESPIRATORIA,4993
BY_SEX,2017,FEMENINO,2,INSUFICIENCIA RESPIRATORIA AGUDA,3024
BY_SEX,2017,FEMENINO,3,FALLA MULTIORGANICA,1683
BY_SEX,2017,FEMENINO,4,SHOCK SEPTICO,1517
BY_SEX,2017,FEMENINO,5,SEPSIS,1052
BY_SEX,2017,INDETERMINADO,1,INSUFICIENCIA RESPIRATORIA,3
BY_SEX,2017,INDETERMINADO,2,PARO RESPIRATORIO,2
BY_SEX,2017,INDETERMINADO,3,SEPSIS,2
BY_SEX,2017,INDETERMINADO,4,BRONCO NEUMONIA,1
BY_SEX,2017,INDETERMINADO,5,CRISIS HIPERTENSIVA SEVERA ,1
BY_SEX,2017,MASCULINO,1,INSUFICIENCIA RESPIRATORIA,5489
BY_SEX,2017,MASCULINO,2,INSUFICIENCIA RESPIRATORIA AGUDA,3399
BY_SEX,2017,MASCULINO,3,FALLA MULTIORGANICA,1727
BY_SEX,2017,MASCULINO,4,SHOCK SEPTICO,1532
BY_SEX,2017,MASCULINO,5,SEPSIS,1090
BY_SEX,2018,FEMENINO,1,INSUFICIENCIA RESPIRATORIA,7261
BY_SEX,2018,FEMENINO,2,INSUFICIENCIA RESPIRATORIA AGUDA,4981
BY_SEX,2018,FEMENINO,3,FALLA MULTIORGANICA,2166
BY_SEX,2018,FEMENINO,4,SHOCK SEPTICO,1609
BY_SEX,2018,FEMENINO,5,SEPSIS,1540
BY_SEX,2018,INDETERMINADO,1,INSUFICIENCIA RESPIRATORIA,3
BY_SEX,2018,INDETERMINADO,2,	HIPERTENSIÓN ESENCIAL (PRIMARIA),1
BY_SEX,2018,INDETERMINADO,3,	INSUFICIENCIA CARDÍACA CONGESTIVA,1
BY_SEX,2018,INDETERMINADO,4,FALLA RESPIRATORIA,1
BY_SEX,2018,INDETERMINADO,5,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_SEX,2018,MASCULINO,1,INSUFICIENCIA RESPIRATORIA,7693
BY_SEX,2018,MASCULINO,2,INSUFICIENCIA RESPIRATORIA AGUDA,5448
BY_SEX,2018,MASCULINO,3,FALLA MULTIORGANICA,2110
BY_SEX,2018,MASCULINO,4,SHOCK SEPTICO,1596
BY_SEX,2018,MASCULINO,5,SEPSIS,1521
BY_SEX,2019,FEMENINO,1,INSUFICIENCIA RESPIRATORIA,8099
BY_SEX,2019,FEMENINO,2,INSUFICIENCIA RESPIRATORIA AGUDA,6264
BY_SEX,2019,FEMENINO,3,FALLA MULTIORGANICA,2486
BY_SEX,2019,FEMENINO,4,SEPSIS,1509
BY_SEX,2019,FEMENINO,5,SHOCK SEPTICO,1469
BY_SEX,2019,INDETERMINADO,1,	BRONQUITIS AGUDA,1
BY_SEX,2019,INDETERMINADO,2,CANCER DE PANCREAS,1
BY_SEX,2019,INDETERMINADO,3,GASTROQUISIS,1
BY_SEX,2019,INDETERMINADO,4,INSUFICIENCIA RESPIRATORIA,1
BY_SEX,2019,INDETERMINADO,5,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_SEX,2019,MASCULINO,1,INSUFICIENCIA RESPIRATORIA,8456
BY_SEX,2019,MASCULINO,2,INSUFICIENCIA RESPIRATORIA AGUDA,6705
BY_SEX,2019,MASCULINO,3,FALLA MULTIORGANICA,2483
BY_SEX,2019,MASCULINO,4,SHOCK SEPTICO,1502
BY_SEX,2019,MASCULINO,5,SEPSIS,1457
BY_SEX,2020,FEMENINO,1,INSUFICIENCIA RESPIRATORIA AGUDA,15169
BY_SEX,2020,FEMENINO,2,INSUFICIENCIA RESPIRATORIA,12285
BY_SEX,2020,FEMENINO,3,FALLA MULTIORGANICA,4606
BY_SEX,2020,FEMENINO,4,INFARTO AGUDO DE MIOCARDIO,2553
BY_SEX,2020,FEMENINO,5,INFARTO AGUDO DEL MIOCARDIO,1969
BY_SEX,2020,INDETERMINADO,1,"INFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN	
",4
BY_SEX,2020,INDETERMINADO,2,"INFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN",3
BY_SEX,2020,INDETERMINADO,3,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_SEX,2020,INDETERMINADO,4,SEPSIS,2
BY_SEX,2020,INDETERMINADO,5,"ACCIDENTE VASCULAR ENCEFÁLICO AGUDO, NO ESPECIFICADO COMO HEMORRÁGICO O ISQUÉMICO",1
BY_SEX,2020,MASCULINO,1,INSUFICIENCIA RESPIRATORIA AGUDA,27261
BY_SEX,2020,MASCULINO,2,INSUFICIENCIA RESPIRATORIA,20686
BY_SEX,2020,MASCULINO,3,FALLA MULTIORGANICA,5562
BY_SEX,2020,MASCULINO,4,INFARTO AGUDO DE MIOCARDIO,3059
BY_SEX,2020,MASCULINO,5,INFARTO AGUDO DEL MIOCARDIO,2371
BY_SEX,2021,FEMENINO,1,INSUFICIENCIA RESPIRATORIA AGUDA,24829
BY_SEX,2021,FEMENINO,2,INSUFICIENCIA RESPIRATORIA,13280
BY_SEX,2021,FEMENINO,3,FALLA MULTIORGANICA,3734
BY_SEX,2021,FEMENINO,4,INFARTO AGUDO DE MIOCARDIO,3144
BY_SEX,2021,FEMENINO,5,INFARTO AGUDO DEL MIOCARDIO,2687
BY_SEX,2021,INDETERMINADO,1,INSUFICIENCIA RESPIRATORIA,2
BY_SEX,2021,INDETERMINADO,2,ENFERMEDAD CARDÍACA HIPERTENSIVA SIN INSUFICIENCIA CARDÍACA (CONGESTIVA),1
BY_SEX,2021,INDETERMINADO,3,MALFORMACIONES CONGENITAS MULTIPLES,1
BY_SEX,2021,MASCULINO,1,INSUFICIENCIA RESPIRATORIA AGUDA,36734
BY_SEX,2021,MASCULINO,2,INSUFICIENCIA RESPIRATORIA,19315
